StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q28,Q26,Q3,Q4,Q5,Q5_2_TEXT,Q6,Q7,Q8,Q8_9_TEXT,Q9,Q11,Q12,Q25,Q16,Q13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q14,Q17,Q18,Q18_3_TEXT,Q19,Q19_3_TEXT,Q20,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_7_TEXT,Q23,PROLIFIC_PID
2022-06-23 17:13:37,2022-06-23 17:20:42,IP Address,41.185.80.243,100,424,True,2022-06-23 17:20:42,R_2PvQF7gtNsgY0jc,,,,,-29,24,anonymous,EN,Agree,,60f9ddccabbb9e5c127bdd7c,31,Male,South Africa,,Midrand,Burgersfort,Bachelor Degree,,No,No,No,"I wanted to take but got flu then I had to wait 30 days, 30 days later got covid and I hadto wait again then when it was time to take it I just lost interest,  few months later I started reading about people who are still getting sick even though they are vaccinated so I stopped. Cause I did not see the value of it and Now I feel the vaccine was rushed.",,,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,Scientific research papers,,,,60f9ddccabbb9e5c127bdd7c
2022-06-23 17:14:55,2022-06-23 17:21:42,IP Address,41.114.9.1,100,407,True,2022-06-23 17:21:42,R_2Sv3WA4x3rmqaEp,,,,,-25.7599,28.2604,anonymous,EN,Agree,,6163179bdadc35f5779ab4d5,30,Female,South Africa,,"Thohoyandou ",Thohoyandou,Honours Degree,,No,I don't remember,Yes,,"I believe the vaccine helps my body to fight COVID, ",I am still deciding,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Sometimes,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,Government,Scientific research papers,,,,6163179bdadc35f5779ab4d5
2022-06-23 17:14:25,2022-06-23 17:22:19,IP Address,197.184.180.189,100,474,True,2022-06-23 17:22:20,R_1LnzeLCV6FsnkaE,,,,,-26.3811,27.8376,anonymous,EN,Agree,,616151ac0c7dd4d85b3ca749,34,Male,South Africa,,"Johannesburg ",Sandton,Diploma,,No,Yes,No,"I really really tried, yet My body and mind just would not allow me. I just kept on seeing signs that I shouldn't, Like video's of doctors say I shouldn't, nightmares at night of being sick from the vaccine ",,,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Sometimes,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,YouTube,,Government,Scientific research papers,,,N/A,616151ac0c7dd4d85b3ca749
2022-06-23 17:20:37,2022-06-23 17:23:54,IP Address,102.249.2.28,100,197,True,2022-06-23 17:23:55,R_reTaaMubqxb2Iud,,,,,-29.8556,31.0449,anonymous,EN,Agree,,614a4887fd7dbb495e09ba96,21,Female,South Africa,,Durban,"Durban ",Bachelor Degree,,No,Yes,Yes,,I was unable to do certain things and get them without being vaccinated.,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,,,,Facebook or other social media,,Scientific research papers,,,,614a4887fd7dbb495e09ba96
2022-06-23 17:18:00,2022-06-23 17:24:17,IP Address,41.116.20.122,100,376,True,2022-06-23 17:24:17,R_2BnzRPdebgrAc41,,,,,-26.1833,28.3167,anonymous,EN,Agree,,609696b55ee04df2c7a86efa,36,Male,South Africa,,"Elukwatini ",Elukwatini,Diploma,,No,Yes,No,"I don't trust it, I Think it was made to quick to test all side effects that may be coused by the vaccine ",,,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Often,No,No,,No,,More people who have been vaccinated,,,YouTube,Facebook or other social media,,Scientific research papers,,,,609696b55ee04df2c7a86efa
2022-06-23 17:19:49,2022-06-23 17:25:01,IP Address,102.249.4.75,100,311,True,2022-06-23 17:25:01,R_3Pq4QSsb2pmHlv6,,,,,-29.8556,31.0449,anonymous,EN,Agree,,613d0ef50abfe24aa600bc84,27,Female,South Africa,,Bloemfontein,Qwaqwa,Diploma,,Yes,Yes,Yes,,We were forced to take it at my workplace,I am still deciding,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,613d0ef50abfe24aa600bc84
2022-06-23 17:21:48,2022-06-23 17:25:09,IP Address,41.13.136.53,100,201,True,2022-06-23 17:25:09,R_2wiVJpdqpSIGUWG,,,,,-29.8556,31.0449,anonymous,EN,Agree,,60f5418940cc2620f93466c5,51,Female,South Africa,,Durban,Durban,Bachelor Degree,,No,Yes,No,I dont use allopathic medicine,,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,I usually forget,Yes,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,YouTube,,,Scientific research papers,Other,,,60f5418940cc2620f93466c5
2022-06-23 17:22:53,2022-06-23 17:25:19,IP Address,41.216.202.217,100,145,True,2022-06-23 17:25:19,R_cYgORWHqsEcM3lv,,,,,-25.7599,28.2604,anonymous,EN,Agree,,60e729d37f02f16656e6823a,21,Female,South Africa,,ekurhulen,ekurhuleni,Matric,,No,Yes,Yes,,"because school was forcing me to ",No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Extremely often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,"nothing much ",60e729d37f02f16656e6823a
2022-06-23 17:18:03,2022-06-23 17:25:37,IP Address,196.25.175.18,100,454,True,2022-06-23 17:25:37,R_20MtfxCB6teJHa5,,,,,-28.7512,31.9011,anonymous,EN,Agree,,61164af5d35616bf4e9f3255,47,Male,South Africa,,Empangeni,Secunda,Matric,,No,Yes,No,"I see it as like the Flu vaccine it can help but doesn't really most of the time, also not trusting the new vaccine's as it is not tested as well as our older vaccines, also hearing about a lot of negative side affects",,,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,YouTube,,,Scientific research papers,,,Thank You,61164af5d35616bf4e9f3255
2022-06-23 17:22:59,2022-06-23 17:25:58,IP Address,41.150.211.54,100,178,True,2022-06-23 17:25:58,R_2tLofVzViBsCHTE,,,,,-23.8783,29.4326,anonymous,EN,Agree,,60dddbfc6424e342710e6ff4,22,Female,South Africa,,Polokwane,"Tzaneen ",Diploma,,No,Yes,Yes,,It felt compulsory and seemingly safe,No,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,"Thank you for the study, It was much appreciated ",60dddbfc6424e342710e6ff4
2022-06-23 17:22:16,2022-06-23 17:26:44,IP Address,102.221.218.7,100,267,True,2022-06-23 17:26:44,R_cGFDbBtxL1RQZ7b,,,,,-33.9258,18.4259,anonymous,EN,Agree,,615da9ee365ab7d547b98979,23,Male,South Africa,,Cape Town,Pretoria,Honours Degree,,No,Yes,Yes,,To protect myself from the virus.,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,Government,Scientific research papers,,,,615da9ee365ab7d547b98979
2022-06-23 17:19:22,2022-06-23 17:28:38,IP Address,102.32.62.236,100,555,True,2022-06-23 17:28:38,R_W71cgwdH7PUHkd3,,,,,-26.3811,27.8376,anonymous,EN,Agree,,60b94f837bfda8b1977feef0,75,Female,South Africa,,Johannesburg,"Bridgwater, Somerset, England",Diploma,,No,Yes,Yes,,"






















To protect my chronically sick daughter who I care for, and myself and all vulnerable people

",Yes,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Often,Yes,No,,No,,More people who have been vaccinated,,,,,Government,,,,,60b94f837bfda8b1977feef0
2022-06-23 17:25:56,2022-06-23 17:28:54,IP Address,41.216.204.110,100,177,True,2022-06-23 17:28:54,R_2SCgio1TRsUcFaq,,,,,-33.914,18.4129,anonymous,EN,Agree,,6061711f6ef8e3b652861dbf,25,Male,South Africa,,Cape Town,Cape Town,Honours Degree,,No,Yes,Yes,,Because I want to protect everyone by playing part in curbing the spread.,I am going to take the vaccine booster,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Extremely often,Yes,No,,No,,More people who have not been vaccinated,,,,,Government,Scientific research papers,,,,6061711f6ef8e3b652861dbf
2022-06-23 17:25:39,2022-06-23 17:29:30,IP Address,41.13.106.56,100,231,True,2022-06-23 17:29:30,R_eA4catSK44k2hTX,,,,,-26.3811,27.8376,anonymous,EN,Agree,,60d9037f67d306ba71a97b31,26,Female,South Africa,,Johannesburg,Johannesburg,Bachelor Degree,,No,Yes,Yes,,It was mandatory at work.,No,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,,,,,,,,60d9037f67d306ba71a97b31
2022-06-23 17:25:49,2022-06-23 17:29:42,IP Address,197.184.179.60,100,233,True,2022-06-23 17:29:42,R_ykVqQESCcahn6SZ,,,,,-26.3811,27.8376,anonymous,EN,Agree,,60b2827157e043215e6f997e,21,Female,South Africa,,kempton park,Pretoria,Diploma,,No,Yes,No,"many complications and side effects ",,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,,,,,,,,60b2827157e043215e6f997e
2022-06-23 17:26:14,2022-06-23 17:30:00,IP Address,41.246.130.57,100,225,True,2022-06-23 17:30:00,R_5sVBPzlvEnxhwVb,,,,,-33.9672,25.5785,anonymous,EN,Agree,,6156a33f998bef6213415ce4,30,Male,South Africa,,Cape Town,"Port Elizabeth ",Other,,No,Yes,No,I was scared of side effects.,,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Extremely often,No,No,,No,,More people who have been vaccinated,,,,,,,Other,My own internet research,No comment.,6156a33f998bef6213415ce4
2022-06-23 17:25:28,2022-06-23 17:30:34,IP Address,41.150.194.96,100,306,True,2022-06-23 17:30:35,R_2tLi8jkICYfBuPG,,,,,-26.2198,28.251,anonymous,EN,Agree,,614713d91262e04816c9a491,33,Female,South Africa,,"Johannesburg ","Germiston ",Diploma,,No,Yes,No,"I tested positive and had long covid, so I was scared to take the vaccine as I was still having the symptoms. ",,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,,,Government,,,,"Thanks! ",614713d91262e04816c9a491
2022-06-23 17:26:20,2022-06-23 17:31:10,IP Address,197.185.107.147,100,289,True,2022-06-23 17:31:10,R_1mxRw0DdenN8lAH,,,,,-26.3811,27.8376,anonymous,EN,Agree,,614d850398bbb14ab52be243,25,Female,South Africa,,"Pretoria ",Nebo,Matric,,No,Yes,Yes,,"I believe it would reduce the number of positive infections and it will protect me and the loved ones around me. ",I am still deciding,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Extremely often,No,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,614d850398bbb14ab52be243
2022-06-23 17:26:30,2022-06-23 17:31:23,IP Address,102.249.4.221,100,293,True,2022-06-23 17:31:23,R_2ffAYkiCGXrQ4Sd,,,,,-29.8556,31.0449,anonymous,EN,Agree,,6161a13472b206d9b11991f9,40,Female,South Africa,,"Durban ","Port Shepstone ",Honours Degree,,No,Yes,No,"Did not trust the vaccine ",,,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,Government,,,,,6161a13472b206d9b11991f9
2022-06-23 17:21:58,2022-06-23 17:31:27,IP Address,41.150.193.7,100,568,True,2022-06-23 17:31:27,R_1E72xpPEZnkAaeQ,,,,,-26.3811,27.8376,anonymous,EN,Agree,,6169448f3994a2d71e091810,27,Female,South Africa,,Johannesburg,Johannesburg,Bachelor Degree,,Yes,Yes,No,The major reason I haven't vaccinated is because I was on Oratane for three months and which did affect my immune system negatively so I don't think my body will be able to handle the vaccine side effects. Another reason is that there are just too many theories around this vaccine for me to just ignore them.,,,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Sometimes,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,YouTube,,,,,,,6169448f3994a2d71e091810
2022-06-23 17:28:43,2022-06-23 17:31:51,IP Address,41.161.83.225,100,188,True,2022-06-23 17:31:51,R_2Xj8XTLX9maYV0M,,,,,-25.4635,30.9624,anonymous,EN,Agree,,60f7da3cfc0813737c408ce3,38,Female,South Africa,,Pretoria,Pretoria,Bachelor Degree,,No,Yes,Yes,,"To avoid getting seriously ill from COVID19 ",I am still deciding,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,Scientific research papers,,,,60f7da3cfc0813737c408ce3
2022-06-23 17:29:07,2022-06-23 17:32:29,IP Address,102.220.209.143,100,202,True,2022-06-23 17:32:29,R_2YsRzihI28HkLTC,,,,,-34.0486,18.4811,anonymous,EN,Agree,,612775b55d97fc8db6257f58,25,Male,South Africa,,Bloemfontein,Makhado,Bachelor Degree,,No,Yes,No,Because there were other protective measures avalaible and the mortality rate was low compared to the recovery rate.,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,Government,,,,,612775b55d97fc8db6257f58
2022-06-23 17:14:25,2022-06-23 17:17:29,IP Address,105.184.130.88,100,184,True,2022-06-23 17:32:39,R_A0ahBnFaKOK9SEx,,,,,-34.0486,18.4811,anonymous,EN,Agree,,610a68eab019b157052bae82,40,Female,South Africa,,cape town,johannesburg,Other,,No,Yes,No,I see no reason to immunise against my natural immunity,,,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Sometimes,No,No,,No,,More people who have not been vaccinated,,,YouTube,Facebook or other social media,,,,,,610a68eab019b157052bae82
2022-06-23 17:28:06,2022-06-23 17:32:50,IP Address,41.157.238.37,100,284,True,2022-06-23 17:32:51,R_pouLVyHCZLfbcXf,,,,,-26.3811,27.8376,anonymous,EN,Agree,,5fdf4cb87e067a712391f180,19,Female,South Africa,,Johanessberg,Johanessberg,Matric,,No,Yes,Yes,,I needed to travel and I could not travel without having taken it.,No,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither too much nor too little,No,No,,No,,More people who have been vaccinated,,,,,,Scientific research papers,,,,5fdf4cb87e067a712391f180
2022-06-23 17:27:46,2022-06-23 17:33:40,IP Address,41.112.170.250,100,354,True,2022-06-23 17:33:41,R_1qX8s5F2bfXSuUl,,,,,-26.3811,27.8376,anonymous,EN,Agree,,5fd8a0646c16732304844f31,26,Female,South Africa,,Johannesburg,Johannesburg,Matric,,No,Yes,No,All the side effects that were hidden from the world is what made me decide against it,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Often,No,No,,No,,More people who have been vaccinated,,,,,,,Other,none,,5fd8a0646c16732304844f31
2022-06-23 17:15:33,2022-06-23 17:19:40,IP Address,197.98.201.76,100,246,True,2022-06-23 17:34:52,R_1E6GGx2elgMslz9,,,,,-26.3811,27.8376,anonymous,EN,Agree,,6161b68070e752f148566630,28,Female,South Africa,,Randburg,"Nqamakwe ",Honours Degree,,No,Yes,Yes,,It felt like the right thing to do,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Extremely often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,,Facebook or other social media,,,,,,6161b68070e752f148566630
2022-06-23 17:21:13,2022-06-23 17:35:35,IP Address,154.65.116.162,100,862,True,2022-06-23 17:35:36,R_31N4aRrQoxKYYT5,,,,,-23.8287,30.1672,anonymous,EN,Agree,,615f1e6b77abd9cff531305c,26,Male,South Africa,,Pretoria,Tzaneen,Masters,,No,Yes,No,"I don't agree with the mRNA component of the vaccine, let alone the forcing of taking it",,,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Sometimes,No,No,,No,,More people who have not been vaccinated,,,,,,Scientific research papers,Other,"Doctors information and this Swedish study just made so sure to never take it: Intracellular Reverse Transcription of Pfizer BioNTech COVID-19 mRNA Vaccine BNT162b2 In Vitro in Human Liver Cell Line ","Forcing people to put anything in their body is immoral in my opinion. My body my choice right sigh  ",615f1e6b77abd9cff531305c
